序号,汉字,拼音,首次学期,年级,册,组词,网络核对,来源
344,告,gao,一下,1,下,公告、转告、通告,缺,本地识字表文件(部编版)
345,诉,su,一下,1,下,告诉、诉说、上诉,缺,本地识字表文件(部编版)
346,京,jing,一下,1,下,北京、南京、京城,缺,本地识字表文件(部编版)
347,城,cheng,一下,1,下,城市、小城、山城,缺,本地识字表文件(部编版)
348,安,an,一下,1,下,安全、安心、平安,缺,本地识字表文件(部编版)
349,广,guang,一下,1,下,广场、广大、广西,缺,本地识字表文件(部编版)
350,非,fei,一下,1,下,非常、无非、南非,缺,本地识字表文件(部编版)
351,壮,zhuang,一下,1,下,壮美、壮大、壮族,缺,本地识字表文件(部编版)
352,观,guan,一下,1,下,观光、观点、外观,缺,本地识字表文件(部编版)
353,宽,kuan,一下,1,下,宽阔、宽大、宽心,缺,本地识字表文件(部编版)
354,太,tai,一下,1,下,太阳、太平、太公,缺,本地识字表文件(部编版)
355,阳,yang,一下,1,下,阳光、太阳、朝阳,缺,本地识字表文件(部编版)
356,道,dao,一下,1,下,知道、大道、地道,缺,本地识字表文件(部编版)
357,送,song,一下,1,下,送人、送行、发送,缺,本地识字表文件(部编版)
358,忙,mang,一下,1,下,连忙、急忙、忙着,缺,本地识字表文件(部编版)
359,尝,chang,一下,1,下,品尝、尝试、尝鲜,缺,本地识字表文件(部编版)
360,香,xiang,一下,1,下,香气、花香、香水,缺,本地识字表文件(部编版)
361,甜,tian,一下,1,下,甜美、甜点、甜头,缺,本地识字表文件(部编版)
362,温,wen,一下,1,下,温暖、气温、体温,缺,本地识字表文件(部编版)
363,暖,nuan,一下,1,下,暖气、暖风、暖心,缺,本地识字表文件(部编版)
364,该,gai,一下,1,下,应该、不该、该当,缺,本地识字表文件(部编版)
365,颜,yan,一下,1,下,颜色、颜料、开颜,缺,本地识字表文件(部编版)
366,因,yin,一下,1,下,因为、原因、病因,缺,本地识字表文件(部编版)
367,辆,liang,一下,1,下,车辆、一辆、机动车辆、装甲车辆,缺,本地识字表文件(部编版)
368,匹,pi,一下,1,下,马匹、布匹、匹配,缺,本地识字表文件(部编版)
369,册,ce,一下,1,下,册子、相册、手册,在,本地识字表文件(部编版)
370,支,zhi,一下,1,下,支持、支出、分支,缺,本地识字表文件(部编版)
371,铅,qian,一下,1,下,铅笔、铅球、铅字,缺,本地识字表文件(部编版)
372,棵,ke,一下,1,下,一棵树、一棵草、发棵、棵数,缺,本地识字表文件(部编版)
373,架,jia,一下,1,下,架子、打架、书架,在,本地识字表文件(部编版)
374,块,kuai,一下,1,下,一块、石块、木块,缺,本地识字表文件(部编版)
375,捉,zhuo,一下,1,下,捉住、捉弄、活捉,缺,本地识字表文件(部编版)
376,急,ji,一下,1,下,着急、心急、急事,缺,本地识字表文件(部编版)
377,直,zhi,一下,1,下,一直、直线、直行,缺,本地识字表文件(部编版)
378,河,he,一下,1,下,小河、河水、河马,缺,本地识字表文件(部编版)
379,死,si,一下,1,下,气死、生死、死海,缺,本地识字表文件(部编版)
380,信,xin,一下,1,下,信心、自信、家信,缺,本地识字表文件(部编版)
381,跟,gen,一下,1,下,跟上、脚跟、跟头,缺,本地识字表文件(部编版)
382,忽,hu,一下,1,下,忽然、忽视、忽略,缺,本地识字表文件(部编版)
383,喊,han,一下,1,下,大喊、喊声、呼喊,缺,本地识字表文件(部编版)
384,身,shen,一下,1,下,身子、动身、一身,缺,本地识字表文件(部编版)
385,窝,wo,一下,1,下,酒窝、安乐窝、窝心,缺,本地识字表文件(部编版)
386,孤,gu,一下,1,下,孤单、孤儿、孤立,缺,本地识字表文件(部编版)
387,单,dan,一下,1,下,单独、单子、单手,在,本地识字表文件(部编版)
388,种,zhong,一下,1,下,种子、种花、种地,缺,本地识字表文件(部编版)
389,都,dou,一下,1,下,都市、大都、国都,缺,本地识字表文件(部编版)
390,邻,lin,一下,1,下,邻居、邻里、邻家,缺,本地识字表文件(部编版)
391,居,ju,一下,1,下,安居、居家、新居,缺,本地识字表文件(部编版)
392,招,zhao,一下,1,下,招手、招生、高招,缺,本地识字表文件(部编版)
393,呼,hu,一下,1,下,呼气、呼声、欢呼,缺,本地识字表文件(部编版)
394,觉,jue,一下,1,下,觉得、感觉、发觉,缺,本地识字表文件(部编版)
395,乐,le,一下,1,下,快乐、乐手、安乐,缺,本地识字表文件(部编版)
396,怎,zen,一下,1,下,怎么、怎样、怎么了,缺,本地识字表文件(部编版)
397,独,du,一下,1,下,独自、独行、独当一面,在,本地识字表文件(部编版)
398,跳,tiao,一下,1,下,跳高、跳水、心跳,缺,本地识字表文件(部编版)
399,绳,sheng,一下,1,下,绳子、跳绳、线绳,缺,本地识字表文件(部编版)
400,讲,jiang,一下,1,下,讲台、讲理、讲话,缺,本地识字表文件(部编版)
401,得,de,一下,1,下,得到、心得、得分,缺,本地识字表文件(部编版)
402,羽,yu,一下,1,下,羽毛、羽毛球、羽球,缺,本地识字表文件(部编版)
403,球,qiu,一下,1,下,地球、水球、球拍、打球,缺,本地识字表文件(部编版)
404,排,pai,一下,1,下,安排、一排、排队,缺,本地识字表文件(部编版)
405,篮,lan,一下,1,下,篮子、篮球、投篮,缺,本地识字表文件(部编版)
406,连,lian,一下,1,下,连长、连忙、连接,缺,本地识字表文件(部编版)
407,运,yun,一下,1,下,运动、运气、运行,缺,本地识字表文件(部编版)
408,静,jing,一下,1,下,安静、平静、文静,缺,本地识字表文件(部编版)
409,思,si,一下,1,下,思想、意思、思路,缺,本地识字表文件(部编版)
410,床,chuang,一下,1,下,起床、床头、床单,缺,本地识字表文件(部编版)
411,光,guang,一下,1,下,阳光、光头、光明,缺,本地识字表文件(部编版)
412,疑,yi,一下,1,下,疑问、怀疑、疑心,缺,本地识字表文件(部编版)
413,举,ju,一下,1,下,举手、举行、举动,在,本地识字表文件(部编版)
414,望,wang,一下,1,下,希望、看望、愿望,缺,本地识字表文件(部编版)
415,低,di,一下,1,下,低头、高低、低语,缺,本地识字表文件(部编版)
416,故,gu,一下,1,下,故事、事故、故人,缺,本地识字表文件(部编版)
417,胆,dan,一下,1,下,胆子、大胆、胆小,在,本地识字表文件(部编版)
418,敢,gan,一下,1,下,勇敢、敢于、胆敢,缺,本地识字表文件(部编版)
419,往,wang,一下,1,下,往事、往年、往后,缺,本地识字表文件(部编版)
420,勇,yong,一下,1,下,勇气、勇士、英勇,缺,本地识字表文件(部编版)
421,窗,chuang,一下,1,下,窗户、窗口、窗花,缺,本地识字表文件(部编版)
422,乱,luan,一下,1,下,乱动、忙乱、乱石,缺,本地识字表文件(部编版)
423,偏,pian,一下,1,下,偏心、偏西、偏方,在,本地识字表文件(部编版)
424,散,san,一下,1,下,散心、分散、散开,缺,本地识字表文件(部编版)
425,像,xiang,一下,1,下,好像、头像、石像,缺,本地识字表文件(部编版)
426,微,wei,一下,1,下,微风、微笑、微小,缺,本地识字表文件(部编版)
427,再,zai,一下,1,下,再见、再三、再次,缺,本地识字表文件(部编版)
428,端,duan,一下,1,下,端午、端上、端正,缺,本地识字表文件(部编版)
429,粽,zong,一下,1,下,粽子、粽叶、肉粽、甜粽,缺,本地识字表文件(部编版)
430,节,jie,一下,1,下,节日、春节、节水,缺,本地识字表文件(部编版)
431,总,zong,一下,1,下,总是、总之、总数,缺,本地识字表文件(部编版)
432,米,mi,一下,1,下,大米、小米、米面,缺,本地识字表文件(部编版)
433,分,fen,一下,1,下,十分、分数、分开,缺,本地识字表文件(部编版)
434,样,yang,一下,1,下,样子、一样、花样,缺,本地识字表文件(部编版)
435,豆,dou,一下,1,下,豆子、黄豆、红豆,缺,本地识字表文件(部编版)
436,肉,rou,一下,1,下,肉片、鱼肉、长肉,缺,本地识字表文件(部编版)
437,带,dai,一下,1,下,海带、带头、带子,缺,本地识字表文件(部编版)
438,传,chuan,一下,1,下,传说、上传、家传,在,本地识字表文件(部编版)
439,念,nian,一下,1,下,想念、念书、念头,缺,本地识字表文件(部编版)
440,虹,hong,一下,1,下,彩虹、长虹、霓虹,缺,本地识字表文件(部编版)
441,座,zuo,一下,1,下,座位、星座、一座山,缺,本地识字表文件(部编版)
442,浇,jiao,一下,1,下,浇花、浇水、浇灌,缺,本地识字表文件(部编版)
443,如,ru,一下,1,下,如果、如何、如花,缺,本地识字表文件(部编版)
444,提,ti,一下,1,下,提问、提高、手提,在,本地识字表文件(部编版)
445,洒,sa,一下,1,下,洒水、洒落、洒满,缺,本地识字表文件(部编版)
446,挑,tiao,一下,1,下,挑水、挑战、单挑,在,本地识字表文件(部编版)
447,兴,xing,一下,1,下,高兴、兴头、大兴,在,本地识字表文件(部编版)
448,镜,jing,一下,1,下,镜子、眼镜、镜头,缺,本地识字表文件(部编版)
449,拿,na,一下,1,下,拿起、拿来、拿手,缺,本地识字表文件(部编版)
450,照,zhao,一下,1,下,照片、照顾、日照,缺,本地识字表文件(部编版)
451,千,qian,一下,1,下,千金、千里、成千,缺,本地识字表文件(部编版)
452,裙,qun,一下,1,下,裙子、围裙、长裙,缺,本地识字表文件(部编版)
453,眉,mei,一下,1,下,眉毛、眉头、眉心,缺,本地识字表文件(部编版)
454,鼻,bi,一下,1,下,鼻子、鼻尖、鼻孔,缺,本地识字表文件(部编版)
455,嘴,zui,一下,1,下,嘴巴、多嘴、嘴里,缺,本地识字表文件(部编版)
456,脖,bo,一下,1,下,脖子、围脖、脖领,缺,本地识字表文件(部编版)
457,臂,bi,一下,1,下,手臂、双臂、臂力,在,本地识字表文件(部编版)
458,肚,du,一下,1,下,肚子、肚皮、肚痛,缺,本地识字表文件(部编版)
459,腿,tui,一下,1,下,大腿、小腿、火腿,缺,本地识字表文件(部编版)
460,脚,jiao,一下,1,下,山脚、脚心、手脚,缺,本地识字表文件(部编版)
461,蜻,qing,一下,1,下,蜻蜓、蜻蛉、蜻蜓点水,缺,本地识字表文件(部编版)
462,蜓,ting,一下,1,下,蜻蜓、蜻蜓目、蜻蜓点水,缺,本地识字表文件(部编版)
463,迷,mi,一下,1,下,迷人、迷路、球迷,缺,本地识字表文件(部编版)
464,藏,cang,一下,1,下,西藏、藏书、藏身,缺,本地识字表文件(部编版)
465,造,zao,一下,1,下,打造、人造、造化,缺,本地识字表文件(部编版)
466,蚂,ma,一下,1,下,蚂蚁、蚂蚱、蚂蜂,缺,本地识字表文件(部编版)
467,蚁,yi,一下,1,下,蚁穴、蚁窝、工蚁,缺,本地识字表文件(部编版)
468,食,shi,一下,1,下,食物、面食、主食,缺,本地识字表文件(部编版)
469,粮,liang,一下,1,下,粮食、干粮、口粮,缺,本地识字表文件(部编版)
470,蜘,zhi,一下,1,下,蜘蛛、蜘蛛网、蜘蛛侠、蜘蛛人,缺,本地识字表文件(部编版)
471,蛛,zhu,一下,1,下,蜘蛛、蛛网、蛛丝,缺,本地识字表文件(部编版)
472,网,wang,一下,1,下,上网、网球、渔网,缺,本地识字表文件(部编版)
473,圆,yuan,一下,1,下,团圆、圆点、圆心,缺,本地识字表文件(部编版)
474,严,yan,一下,1,下,严格、严重、严实,缺,本地识字表文件(部编版)
475,寒,han,一下,1,下,寒风、寒冷、寒天,缺,本地识字表文件(部编版)
476,酷,ku,一下,1,下,酷热、酷爱、冷酷,缺,本地识字表文件(部编版)
477,暑,shu,一下,1,下,暑假、暑天、中暑,缺,本地识字表文件(部编版)
478,凉,liang,一下,1,下,凉水、凉面、凉意,缺,本地识字表文件(部编版)
479,晨,chen,一下,1,下,早晨、清晨、晨跑,缺,本地识字表文件(部编版)
480,细,xi,一下,1,下,细心、细线、细雨,缺,本地识字表文件(部编版)
481,朝,chao,一下,1,下,朝气、朝阳、朝夕,缺,本地识字表文件(部编版)
482,霞,xia,一下,1,下,彩霞、晚霞、霞光,缺,本地识字表文件(部编版)
483,夕,xi,一下,1,下,夕阳、除夕、七夕,缺,本地识字表文件(部编版)
484,杨,yang,一下,1,下,杨树、白杨、杨桃,缺,本地识字表文件(部编版)
485,操,cao,一下,1,下,操场、体操、操心,缺,本地识字表文件(部编版)
486,场,chang,一下,1,下,操场、机场、场地,缺,本地识字表文件(部编版)
487,拔,ba,一下,1,下,海拔、拔河、拔高,缺,本地识字表文件(部编版)
488,拍,pai,一下,1,下,拍手、拍照、拍子,缺,本地识字表文件(部编版)
489,跑,pao,一下,1,下,跑步、长跑、跑道,缺,本地识字表文件(部编版)
490,踢,ti,一下,1,下,踢腿、踢皮球、踢足球,缺,本地识字表文件(部编版)
491,铃,ling,一下,1,下,门铃、铃声、电铃,在,本地识字表文件(部编版)
492,热,re,一下,1,下,热水、热心、热天,缺,本地识字表文件(部编版)
493,闹,nao,一下,1,下,热闹、打闹、闹市,缺,本地识字表文件(部编版)
494,锻,duan,一下,1,下,锻炼、锻造、锻打,缺,本地识字表文件(部编版)
495,炼,lian,一下,1,下,提炼、炼铁、修炼,缺,本地识字表文件(部编版)
496,体,ti,一下,1,下,身体、体育、体会,缺,本地识字表文件(部编版)
497,之,zhi,一下,1,下,之后、之上、之中,缺,本地识字表文件(部编版)
498,初,chu,一下,1,下,初一、初中、初心,缺,本地识字表文件(部编版)
499,性,xing,一下,1,下,性子、天性、生性,在,本地识字表文件(部编版)
500,善,shan,一下,1,下,善心、行善、善事,缺,本地识字表文件(部编版)
501,习,xi,一下,1,下,学习、习惯、自习,缺,本地识字表文件(部编版)
502,教,jiao,一下,1,下,教学、家教、教子,缺,本地识字表文件(部编版)
503,贵,gui,一下,1,下,贵重、高贵、名贵,缺,本地识字表文件(部编版)
504,专,zhuan,一下,1,下,专心、专家、专一,缺,本地识字表文件(部编版)
505,幼,you,一下,1,下,幼儿、年幼、幼小,缺,本地识字表文件(部编版)
506,玉,yu,一下,1,下,玉米、白玉、玉石,缺,本地识字表文件(部编版)
507,器,qi,一下,1,下,机器、电器、石器,缺,本地识字表文件(部编版)
508,知,zhi,一下,1,下,知道、知心、通知,缺,本地识字表文件(部编版)
509,义,yi,一下,1,下,义气、大义、义学,缺,本地识字表文件(部编版)
510,饭,fan,一下,1,下,吃饭、开饭、米饭,缺,本地识字表文件(部编版)
511,饱,bao,一下,1,下,吃饱、饱满、温饱,缺,本地识字表文件(部编版)
512,茶,cha,一下,1,下,茶水、红茶、茶花,缺,本地识字表文件(部编版)
513,泡,pao,一下,1,下,泡泡、气泡、泡面,缺,本地识字表文件(部编版)
514,轻,qing,一下,1,下,年轻、轻风、轻重,缺,本地识字表文件(部编版)
515,鞭,bian,一下,1,下,鞭子、教鞭、鞭打,缺,本地识字表文件(部编版)
